Last update date,Town number,Town,Total cases ,Confirmed cases,Probable cases,Case rate,Total deaths,Confirmed deaths,Probable deaths,People tested,Rate tested per 100k,Number of tests,Number of positives,Number of negatives,Number of indeterminates
03/26/2020,87,Morris,1,,,,0,,,,,,,,
03/26/2020,88,Naugatuck,6,,,,0,,,,,,,,
03/26/2020,89,New Britain,8,,,,0,,,,,,,,
03/26/2020,90,New Canaan,17,,,,3,,,,,,,,
03/26/2020,91,New Fairfield,13,,,,0,,,,,,,,
03/26/2020,92,New Hartford,0,,,,0,,,,,,,,
03/26/2020,93,New Haven,32,,,,1,,,,,,,,
03/26/2020,95,New London,0,,,,0,,,,,,,,
03/26/2020,96,New Milford,6,,,,0,,,,,,,,
03/26/2020,94,Newington,10,,,,1,,,,,,,,
03/26/2020,149,Warren,0,,,,0,,,,,,,,
03/26/2020,150,Washington,3,,,,0,,,,,,,,
03/26/2020,151,Waterbury,30,,,,0,,,,,,,,
03/26/2020,152,Waterford,0,,,,0,,,,,,,,
03/26/2020,153,Watertown,1,,,,0,,,,,,,,
03/26/2020,155,West Hartford,6,,,,0,,,,,,,,
03/26/2020,156,West Haven,12,,,,0,,,,,,,,
03/26/2020,154,Westbrook,0,,,,0,,,,,,,,
03/26/2020,157,Weston,10,,,,1,,,,,,,,
03/26/2020,158,Westport,89,,,,0,,,,,,,,
03/26/2020,159,Wethersfield,3,,,,0,,,,,,,,
03/26/2020,160,Willington,0,,,,0,,,,,,,,
03/26/2020,161,Wilton,17,,,,1,,,,,,,,
03/26/2020,162,Winchester,0,,,,0,,,,,,,,
03/26/2020,163,Windham,0,,,,0,,,,,,,,
03/26/2020,164,Windsor,7,,,,0,,,,,,,,
03/26/2020,165,Windsor Locks,2,,,,0,,,,,,,,
03/26/2020,166,Wolcott,2,,,,0,,,,,,,,
03/26/2020,167,Woodbridge,3,,,,0,,,,,,,,
03/26/2020,168,Woodbury,2,,,,0,,,,,,,,
03/26/2020,169,Woodstock,2,,,,0,,,,,,,,
03/26/2020,148,Wallingford,2,,,,0,,,,,,,,
03/26/2020,97,Newtown,14,,,,0,,,,,,,,
03/27/2020,132,South Windsor,4,,,,0,,,,,,,,
03/27/2020,130,Southbury,5,,,,1,,,,,,,,
03/27/2020,131,Southington,13,,,,0,,,,,,,,
03/27/2020,133,Sprague,0,,,,0,,,,,,,,
03/27/2020,134,Stafford,14,,,,2,,,,,,,,
03/27/2020,135,Stamford,76,,,,1,,,,,,,,
03/27/2020,136,Sterling,0,,,,0,,,,,,,,
03/27/2020,137,Stonington,1,,,,0,,,,,,,,
03/27/2020,138,Stratford,17,,,,0,,,,,,,,
03/27/2020,139,Suffield,7,,,,0,,,,,,,,
03/27/2020,140,Thomaston,5,,,,0,,,,,,,,
03/27/2020,141,Thompson,0,,,,0,,,,,,,,
03/27/2020,142,Tolland,6,,,,1,,,,,,,,
03/27/2020,143,Torrington,8,,,,0,,,,,,,,
03/27/2020,144,Trumbull,8,,,,0,,,,,,,,
03/27/2020,145,Union,0,,,,0,,,,,,,,
03/27/2020,146,Vernon,4,,,,0,,,,,,,,
03/27/2020,147,Voluntown,1,,,,0,,,,,,,,
03/27/2020,148,Wallingford,2,,,,0,,,,,,,,
03/27/2020,149,Warren,0,,,,0,,,,,,,,
03/27/2020,150,Washington,5,,,,0,,,,,,,,
03/27/2020,151,Waterbury,36,,,,0,,,,,,,,
03/27/2020,152,Waterford,0,,,,0,,,,,,,,
03/27/2020,153,Watertown,1,,,,0,,,,,,,,
03/27/2020,155,West Hartford,9,,,,0,,,,,,,,
03/27/2020,156,West Haven,18,,,,1,,,,,,,,
03/27/2020,154,Westbrook,1,,,,0,,,,,,,,
03/27/2020,157,Weston,13,,,,1,,,,,,,,
03/27/2020,158,Westport,95,,,,0,,,,,,,,
03/27/2020,159,Wethersfield,6,,,,0,,,,,,,,
03/27/2020,160,Willington,0,,,,0,,,,,,,,
03/27/2020,161,Wilton,25,,,,1,,,,,,,,
03/27/2020,162,Winchester,0,,,,0,,,,,,,,
03/27/2020,163,Windham,0,,,,0,,,,,,,,
03/27/2020,164,Windsor,9,,,,0,,,,,,,,
03/27/2020,165,Windsor Locks,2,,,,0,,,,,,,,
03/27/2020,166,Wolcott,3,,,,1,,,,,,,,
03/27/2020,167,Woodbridge,3,,,,0,,,,,,,,
03/27/2020,168,Woodbury,2,,,,0,,,,,,,,
03/27/2020,169,Woodstock,2,,,,0,,,,,,,,
03/27/2020,1,Andover,0,,,,0,,,,,,,,
03/27/2020,2,Ansonia,3,,,,0,,,,,,,,
03/27/2020,3,Ashford,0,,,,0,,,,,,,,
03/27/2020,4,Avon,6,,,,0,,,,,,,,
03/27/2020,5,Barkhamsted,0,,,,0,,,,,,,,
03/27/2020,6,Beacon Falls,1,,,,0,,,,,,,,
03/27/2020,7,Berlin,9,,,,0,,,,,,,,
03/27/2020,8,Bethany,0,,,,0,,,,,,,,
03/27/2020,9,Bethel,11,,,,0,,,,,,,,
03/27/2020,10,Bethlehem,3,,,,0,,,,,,,,
03/27/2020,11,Bloomfield,3,,,,0,,,,,,,,
03/27/2020,12,Bolton,2,,,,0,,,,,,,,
03/27/2020,13,Bozrah,0,,,,0,,,,,,,,
03/27/2020,14,Branford,12,,,,0,,,,,,,,
03/27/2020,15,Bridgeport,41,,,,0,,,,,,,,
03/27/2020,16,Bridgewater,1,,,,0,,,,,,,,
03/27/2020,17,Bristol,7,,,,0,,,,,,,,
03/27/2020,18,Brookfield,29,,,,0,,,,,,,,
03/27/2020,19,Brooklyn,0,,,,0,,,,,,,,
03/27/2020,20,Burlington,3,,,,0,,,,,,,,
03/27/2020,21,Canaan,0,,,,0,,,,,,,,
03/27/2020,22,Canterbury,0,,,,0,,,,,,,,
03/27/2020,23,Canton,0,,,,0,,,,,,,,
03/27/2020,24,Chaplin,0,,,,0,,,,,,,,
03/27/2020,25,Cheshire,6,,,,0,,,,,,,,
03/27/2020,26,Chester,0,,,,0,,,,,,,,
03/27/2020,27,Clinton,5,,,,1,,,,,,,,
03/27/2020,28,Colchester,1,,,,0,,,,,,,,
03/27/2020,29,Colebrook,0,,,,0,,,,,,,,
03/27/2020,30,Columbia,2,,,,0,,,,,,,,
03/27/2020,31,Cornwall,1,,,,0,,,,,,,,
03/27/2020,32,Coventry,3,,,,0,,,,,,,,
03/27/2020,33,Cromwell,1,,,,0,,,,,,,,
03/27/2020,34,Danbury,85,,,,1,,,,,,,,
03/27/2020,35,Darien,20,,,,0,,,,,,,,
03/27/2020,36,Deep River,2,,,,0,,,,,,,,
03/27/2020,37,Derby,3,,,,0,,,,,,,,
03/27/2020,38,Durham,1,,,,0,,,,,,,,
03/27/2020,40,East Granby,1,,,,0,,,,,,,,
03/27/2020,41,East Haddam,0,,,,0,,,,,,,,
03/27/2020,42,East Hampton,1,,,,0,,,,,,,,
03/27/2020,43,East Hartford,3,,,,0,,,,,,,,
03/27/2020,44,East Haven,7,,,,1,,,,,,,,
03/27/2020,45,East Lyme,2,,,,0,,,,,,,,
03/27/2020,47,East Windsor,0,,,,0,,,,,,,,
03/27/2020,39,Eastford,0,,,,0,,,,,,,,
03/27/2020,46,Easton,3,,,,1,,,,,,,,
03/27/2020,48,Ellington,0,,,,0,,,,,,,,
03/27/2020,49,Enfield,10,,,,0,,,,,,,,
03/27/2020,50,Essex,0,,,,0,,,,,,,,
03/27/2020,51,Fairfield,18,,,,0,,,,,,,,
03/27/2020,52,Farmington,11,,,,0,,,,,,,,
03/27/2020,53,Franklin,1,,,,0,,,,,,,,
03/27/2020,54,Glastonbury,8,,,,0,,,,,,,,
03/27/2020,55,Goshen,0,,,,0,,,,,,,,
03/27/2020,56,Granby,0,,,,0,,,,,,,,
03/27/2020,57,Greenwich,77,,,,0,,,,,,,,
03/27/2020,58,Griswold,0,,,,0,,,,,,,,
03/27/2020,59,Groton,1,,,,0,,,,,,,,
03/27/2020,60,Guilford,3,,,,0,,,,,,,,
03/27/2020,61,Haddam,1,,,,0,,,,,,,,
03/27/2020,62,Hamden,11,,,,0,,,,,,,,
03/27/2020,63,Hampton,0,,,,0,,,,,,,,
03/27/2020,64,Hartford,21,,,,0,,,,,,,,
03/27/2020,65,Hartland,0,,,,0,,,,,,,,
03/27/2020,66,Harwinton,4,,,,0,,,,,,,,
03/27/2020,67,Hebron,1,,,,0,,,,,,,,
03/27/2020,68,Kent,1,,,,0,,,,,,,,
03/27/2020,69,Killingly,1,,,,0,,,,,,,,
03/27/2020,70,Killingworth,1,,,,0,,,,,,,,
03/27/2020,71,Lebanon,0,,,,0,,,,,,,,
03/27/2020,72,Ledyard,1,,,,0,,,,,,,,
03/27/2020,73,Lisbon,2,,,,0,,,,,,,,
03/27/2020,74,Litchfield,2,,,,0,,,,,,,,
03/27/2020,75,Lyme,1,,,,0,,,,,,,,
03/27/2020,76,Madison,6,,,,0,,,,,,,,
03/27/2020,77,Manchester,12,,,,0,,,,,,,,
03/27/2020,78,Mansfield,1,,,,0,,,,,,,,
03/27/2020,79,Marlborough,2,,,,0,,,,,,,,
03/27/2020,80,Meriden,9,,,,0,,,,,,,,
03/27/2020,81,Middlebury,2,,,,0,,,,,,,,
03/27/2020,82,Middlefield,0,,,,0,,,,,,,,
03/27/2020,83,Middletown,6,,,,0,,,,,,,,
03/27/2020,84,Milford,15,,,,0,,,,,,,,
03/27/2020,85,Monroe,6,,,,0,,,,,,,,
03/27/2020,86,Montville,1,,,,0,,,,,,,,
03/27/2020,87,Morris,1,,,,0,,,,,,,,
03/27/2020,88,Naugatuck,7,,,,0,,,,,,,,
03/27/2020,89,New Britain,11,,,,0,,,,,,,,
03/27/2020,90,New Canaan,18,,,,3,,,,,,,,
03/27/2020,91,New Fairfield,16,,,,1,,,,,,,,
03/27/2020,92,New Hartford,0,,,,0,,,,,,,,
03/27/2020,93,New Haven,52,,,,2,,,,,,,,
03/27/2020,95,New London,1,,,,0,,,,,,,,
03/27/2020,96,New Milford,10,,,,0,,,,,,,,
03/27/2020,94,Newington,14,,,,1,,,,,,,,
03/27/2020,97,Newtown,16,,,,0,,,,,,,,
03/27/2020,98,Norfolk,1,,,,0,,,,,,,,
03/27/2020,99,North Branford,0,,,,0,,,,,,,,
03/27/2020,100,North Canaan,0,,,,0,,,,,,,,
03/27/2020,101,North Haven,1,,,,0,,,,,,,,
03/27/2020,102,North Stonington,0,,,,0,,,,,,,,
03/27/2020,103,Norwalk,105,,,,3,,,,,,,,
03/27/2020,104,Norwich,2,,,,0,,,,,,,,
03/27/2020,105,Old Lyme,0,,,,0,,,,,,,,
03/27/2020,106,Old Saybrook,4,,,,0,,,,,,,,
03/27/2020,107,Orange,6,,,,0,,,,,,,,
03/27/2020,108,Oxford,5,,,,0,,,,,,,,
03/27/2020,109,Plainfield,0,,,,0,,,,,,,,
03/27/2020,110,Plainville,3,,,,0,,,,,,,,
03/27/2020,111,Plymouth,1,,,,0,,,,,,,,
03/27/2020,112,Pomfret,0,,,,0,,,,,,,,
03/27/2020,113,Portland,2,,,,0,,,,,,,,
03/27/2020,114,Preston,0,,,,0,,,,,,,,
03/27/2020,115,Prospect,1,,,,0,,,,,,,,
03/27/2020,116,Putnam,0,,,,0,,,,,,,,
03/27/2020,117,Redding,7,,,,0,,,,,,,,
03/27/2020,118,Ridgefield,46,,,,2,,,,,,,,
03/27/2020,119,Rocky Hill,11,,,,1,,,,,,,,
03/27/2020,120,Roxbury,1,,,,0,,,,,,,,
03/27/2020,121,Salem,0,,,,0,,,,,,,,
03/27/2020,122,Salisbury,3,,,,0,,,,,,,,
03/27/2020,123,Scotland,0,,,,0,,,,,,,,
03/27/2020,124,Seymour,5,,,,0,,,,,,,,
03/27/2020,125,Sharon,2,,,,0,,,,,,,,
03/27/2020,126,Shelton,18,,,,1,,,,,,,,
03/27/2020,127,Sherman,2,,,,0,,,,,,,,
03/27/2020,128,Simsbury,4,,,,0,,,,,,,,
03/27/2020,129,Somers,0,,,,0,,,,,,,,
03/28/2020,142,Tolland,6,,,,1,,,,,,,,
03/28/2020,143,Torrington,13,,,,0,,,,,,,,
03/28/2020,144,Trumbull,9,,,,0,,,,,,,,
03/28/2020,145,Union,0,,,,0,,,,,,,,
03/28/2020,146,Vernon,7,,,,0,,,,,,,,
03/28/2020,147,Voluntown,1,,,,0,,,,,,,,
03/28/2020,148,Wallingford,3,,,,0,,,,,,,,
03/28/2020,149,Warren,0,,,,0,,,,,,,,
03/28/2020,150,Washington,5,,,,0,,,,,,,,
03/28/2020,151,Waterbury,38,,,,0,,,,,,,,
03/28/2020,152,Waterford,0,,,,0,,,,,,,,
03/28/2020,153,Watertown,3,,,,0,,,,,,,,
03/28/2020,155,West Hartford,9,,,,0,,,,,,,,
03/28/2020,156,West Haven,19,,,,1,,,,,,,,
03/28/2020,154,Westbrook,1,,,,0,,,,,,,,
03/28/2020,157,Weston,17,,,,1,,,,,,,,
03/28/2020,158,Westport,101,,,,0,,,,,,,,
03/28/2020,159,Wethersfield,8,,,,0,,,,,,,,
03/28/2020,160,Willington,0,,,,0,,,,,,,,
03/28/2020,161,Wilton,31,,,,2,,,,,,,,
03/28/2020,162,Winchester,0,,,,0,,,,,,,,
03/28/2020,163,Windham,0,,,,0,,,,,,,,
03/28/2020,164,Windsor,13,,,,0,,,,,,,,
03/28/2020,165,Windsor Locks,2,,,,0,,,,,,,,
03/28/2020,166,Wolcott,3,,,,1,,,,,,,,
03/28/2020,167,Woodbridge,3,,,,0,,,,,,,,
03/28/2020,168,Woodbury,2,,,,0,,,,,,,,
03/28/2020,169,Woodstock,2,,,,0,,,,,,,,
03/28/2020,1,Andover,0,,,,0,,,,,,,,
03/28/2020,2,Ansonia,6,,,,0,,,,,,,,
03/28/2020,3,Ashford,0,,,,0,,,,,,,,
03/28/2020,4,Avon,6,,,,0,,,,,,,,
03/28/2020,5,Barkhamsted,0,,,,0,,,,,,,,
03/28/2020,6,Beacon Falls,1,,,,0,,,,,,,,
03/28/2020,7,Berlin,10,,,,0,,,,,,,,
03/28/2020,8,Bethany,0,,,,0,,,,,,,,
03/28/2020,9,Bethel,17,,,,0,,,,,,,,
03/28/2020,10,Bethlehem,3,,,,0,,,,,,,,
03/28/2020,11,Bloomfield,6,,,,0,,,,,,,,
03/28/2020,12,Bolton,2,,,,0,,,,,,,,
03/28/2020,13,Bozrah,0,,,,0,,,,,,,,
03/28/2020,14,Branford,12,,,,0,,,,,,,,
03/28/2020,15,Bridgeport,42,,,,2,,,,,,,,
03/28/2020,16,Bridgewater,1,,,,0,,,,,,,,
03/28/2020,17,Bristol,8,,,,0,,,,,,,,
03/28/2020,18,Brookfield,35,,,,0,,,,,,,,
03/28/2020,19,Brooklyn,0,,,,0,,,,,,,,
03/28/2020,20,Burlington,4,,,,0,,,,,,,,
03/28/2020,21,Canaan,0,,,,0,,,,,,,,
03/28/2020,22,Canterbury,0,,,,0,,,,,,,,
03/28/2020,23,Canton,0,,,,0,,,,,,,,
03/28/2020,24,Chaplin,0,,,,0,,,,,,,,
03/28/2020,25,Cheshire,8,,,,0,,,,,,,,
03/28/2020,26,Chester,0,,,,0,,,,,,,,
03/28/2020,27,Clinton,5,,,,1,,,,,,,,
03/28/2020,28,Colchester,2,,,,0,,,,,,,,
03/28/2020,29,Colebrook,0,,,,0,,,,,,,,
03/28/2020,30,Columbia,2,,,,0,,,,,,,,
03/28/2020,31,Cornwall,1,,,,0,,,,,,,,
03/28/2020,32,Coventry,4,,,,0,,,,,,,,
03/28/2020,33,Cromwell,3,,,,0,,,,,,,,
03/28/2020,34,Danbury,123,,,,1,,,,,,,,
03/28/2020,35,Darien,26,,,,0,,,,,,,,
03/28/2020,36,Deep River,2,,,,0,,,,,,,,
03/28/2020,37,Derby,3,,,,0,,,,,,,,
03/28/2020,38,Durham,1,,,,0,,,,,,,,
03/28/2020,40,East Granby,1,,,,0,,,,,,,,
03/28/2020,41,East Haddam,0,,,,0,,,,,,,,
03/28/2020,42,East Hampton,2,,,,0,,,,,,,,
03/28/2020,43,East Hartford,5,,,,0,,,,,,,,
03/28/2020,44,East Haven,7,,,,1,,,,,,,,
03/28/2020,45,East Lyme,2,,,,0,,,,,,,,
03/28/2020,47,East Windsor,0,,,,0,,,,,,,,
03/28/2020,39,Eastford,0,,,,0,,,,,,,,
03/28/2020,46,Easton,4,,,,1,,,,,,,,
03/28/2020,48,Ellington,0,,,,0,,,,,,,,
03/28/2020,49,Enfield,12,,,,0,,,,,,,,
03/28/2020,50,Essex,0,,,,0,,,,,,,,
03/28/2020,51,Fairfield,21,,,,1,,,,,,,,
03/28/2020,52,Farmington,11,,,,0,,,,,,,,
03/28/2020,53,Franklin,1,,,,0,,,,,,,,
03/28/2020,54,Glastonbury,8,,,,0,,,,,,,,
03/28/2020,55,Goshen,0,,,,0,,,,,,,,
03/28/2020,56,Granby,0,,,,0,,,,,,,,
03/28/2020,57,Greenwich,79,,,,0,,,,,,,,
03/28/2020,58,Griswold,0,,,,0,,,,,,,,
03/28/2020,59,Groton,2,,,,0,,,,,,,,
03/28/2020,60,Guilford,3,,,,0,,,,,,,,
03/28/2020,61,Haddam,1,,,,0,,,,,,,,
03/28/2020,62,Hamden,11,,,,0,,,,,,,,
03/28/2020,63,Hampton,0,,,,0,,,,,,,,
03/28/2020,64,Hartford,28,,,,0,,,,,,,,
03/28/2020,65,Hartland,0,,,,0,,,,,,,,
03/28/2020,66,Harwinton,4,,,,0,,,,,,,,
03/28/2020,67,Hebron,1,,,,0,,,,,,,,
03/28/2020,68,Kent,1,,,,0,,,,,,,,
03/28/2020,69,Killingly,1,,,,0,,,,,,,,
03/28/2020,70,Killingworth,1,,,,0,,,,,,,,
03/28/2020,71,Lebanon,2,,,,0,,,,,,,,
03/28/2020,72,Ledyard,1,,,,0,,,,,,,,
03/28/2020,73,Lisbon,2,,,,0,,,,,,,,
03/28/2020,74,Litchfield,2,,,,0,,,,,,,,
03/28/2020,75,Lyme,1,,,,0,,,,,,,,
03/28/2020,76,Madison,6,,,,0,,,,,,,,
03/28/2020,77,Manchester,12,,,,0,,,,,,,,
03/28/2020,78,Mansfield,1,,,,0,,,,,,,,
03/28/2020,79,Marlborough,2,,,,0,,,,,,,,
03/28/2020,80,Meriden,14,,,,0,,,,,,,,
03/28/2020,81,Middlebury,2,,,,0,,,,,,,,
03/28/2020,82,Middlefield,0,,,,0,,,,,,,,
03/28/2020,83,Middletown,6,,,,0,,,,,,,,
03/28/2020,84,Milford,11,,,,0,,,,,,,,
03/28/2020,85,Monroe,6,,,,0,,,,,,,,
03/28/2020,86,Montville,1,,,,0,,,,,,,,
03/28/2020,87,Morris,1,,,,0,,,,,,,,
03/28/2020,88,Naugatuck,7,,,,0,,,,,,,,
03/28/2020,89,New Britain,15,,,,0,,,,,,,,
03/28/2020,90,New Canaan,20,,,,3,,,,,,,,
03/28/2020,91,New Fairfield,17,,,,1,,,,,,,,
03/28/2020,92,New Hartford,0,,,,0,,,,,,,,
03/29/2020,31,Cornwall,1,,,,0,,,,,,,,
03/28/2020,93,New Haven,53,,,,2,,,,,,,,
03/28/2020,95,New London,1,,,,0,,,,,,,,
03/28/2020,96,New Milford,14,,,,0,,,,,,,,
03/28/2020,94,Newington,19,,,,1,,,,,,,,
03/28/2020,97,Newtown,22,,,,0,,,,,,,,
03/28/2020,98,Norfolk,1,,,,0,,,,,,,,
03/28/2020,99,North Branford,0,,,,0,,,,,,,,
03/28/2020,100,North Canaan,0,,,,0,,,,,,,,
03/28/2020,101,North Haven,2,,,,0,,,,,,,,
03/28/2020,102,North Stonington,0,,,,0,,,,,,,,
03/28/2020,103,Norwalk,139,,,,4,,,,,,,,
03/28/2020,104,Norwich,2,,,,0,,,,,,,,
03/28/2020,105,Old Lyme,0,,,,0,,,,,,,,
03/28/2020,106,Old Saybrook,4,,,,0,,,,,,,,
03/28/2020,107,Orange,6,,,,0,,,,,,,,
03/28/2020,108,Oxford,5,,,,0,,,,,,,,
03/28/2020,109,Plainfield,0,,,,0,,,,,,,,
03/28/2020,110,Plainville,3,,,,0,,,,,,,,
03/28/2020,111,Plymouth,1,,,,0,,,,,,,,
03/28/2020,112,Pomfret,0,,,,0,,,,,,,,
03/28/2020,113,Portland,2,,,,0,,,,,,,,
03/28/2020,114,Preston,0,,,,0,,,,,,,,
03/28/2020,115,Prospect,1,,,,0,,,,,,,,
03/28/2020,116,Putnam,0,,,,0,,,,,,,,
03/28/2020,117,Redding,13,,,,0,,,,,,,,
03/28/2020,118,Ridgefield,59,,,,2,,,,,,,,
03/28/2020,119,Rocky Hill,14,,,,1,,,,,,,,
03/28/2020,120,Roxbury,2,,,,0,,,,,,,,
03/28/2020,121,Salem,0,,,,0,,,,,,,,
03/28/2020,122,Salisbury,3,,,,0,,,,,,,,
03/28/2020,123,Scotland,0,,,,0,,,,,,,,
03/28/2020,124,Seymour,5,,,,0,,,,,,,,
03/28/2020,125,Sharon,3,,,,0,,,,,,,,
03/28/2020,126,Shelton,20,,,,1,,,,,,,,
03/28/2020,127,Sherman,3,,,,0,,,,,,,,
03/28/2020,128,Simsbury,5,,,,0,,,,,,,,
03/28/2020,129,Somers,0,,,,0,,,,,,,,
03/28/2020,132,South Windsor,4,,,,0,,,,,,,,
03/28/2020,130,Southbury,7,,,,1,,,,,,,,
03/28/2020,131,Southington,16,,,,0,,,,,,,,
03/28/2020,133,Sprague,0,,,,0,,,,,,,,
03/28/2020,134,Stafford,14,,,,3,,,,,,,,
03/28/2020,135,Stamford,86,,,,1,,,,,,,,
03/28/2020,136,Sterling,0,,,,0,,,,,,,,
03/28/2020,137,Stonington,1,,,,0,,,,,,,,
03/28/2020,138,Stratford,18,,,,0,,,,,,,,
03/28/2020,139,Suffield,7,,,,0,,,,,,,,
03/28/2020,140,Thomaston,5,,,,0,,,,,,,,
03/28/2020,141,Thompson,0,,,,0,,,,,,,,
03/29/2020,1,Andover,0,,,,0,,,,,,,,
03/29/2020,2,Ansonia,7,,,,0,,,,,,,,
03/29/2020,3,Ashford,0,,,,0,,,,,,,,
03/29/2020,4,Avon,6,,,,0,,,,,,,,
03/29/2020,5,Barkhamsted,0,,,,0,,,,,,,,
03/29/2020,6,Beacon Falls,1,,,,0,,,,,,,,
03/29/2020,7,Berlin,11,,,,0,,,,,,,,
03/29/2020,8,Bethany,0,,,,0,,,,,,,,
03/29/2020,9,Bethel,29,,,,0,,,,,,,,
03/29/2020,10,Bethlehem,3,,,,0,,,,,,,,
03/29/2020,11,Bloomfield,6,,,,0,,,,,,,,
03/29/2020,12,Bolton,2,,,,0,,,,,,,,
03/29/2020,13,Bozrah,0,,,,0,,,,,,,,
03/29/2020,14,Branford,12,,,,0,,,,,,,,
03/29/2020,15,Bridgeport,52,,,,2,,,,,,,,
03/29/2020,16,Bridgewater,2,,,,0,,,,,,,,
03/29/2020,17,Bristol,9,,,,0,,,,,,,,
03/29/2020,18,Brookfield,52,,,,0,,,,,,,,
03/29/2020,19,Brooklyn,0,,,,0,,,,,,,,
03/29/2020,20,Burlington,4,,,,0,,,,,,,,
03/29/2020,21,Canaan,0,,,,0,,,,,,,,
03/29/2020,22,Canterbury,0,,,,0,,,,,,,,
03/29/2020,23,Canton,1,,,,0,,,,,,,,
03/29/2020,24,Chaplin,0,,,,0,,,,,,,,
03/29/2020,25,Cheshire,9,,,,0,,,,,,,,
03/29/2020,26,Chester,0,,,,0,,,,,,,,
03/29/2020,27,Clinton,5,,,,1,,,,,,,,
03/29/2020,28,Colchester,2,,,,0,,,,,,,,
03/29/2020,29,Colebrook,0,,,,0,,,,,,,,
03/29/2020,30,Columbia,2,,,,0,,,,,,,,
03/29/2020,32,Coventry,4,,,,0,,,,,,,,
03/29/2020,33,Cromwell,4,,,,0,,,,,,,,
03/29/2020,34,Danbury,182,,,,0,,,,,,,,
03/29/2020,35,Darien,40,,,,0,,,,,,,,
03/29/2020,153,Watertown,6,,,,0,,,,,,,,
03/29/2020,116,Putnam,0,,,,0,,,,,,,,
03/29/2020,37,Derby,6,,,,0,,,,,,,,
03/29/2020,38,Durham,1,,,,0,,,,,,,,
03/29/2020,40,East Granby,1,,,,0,,,,,,,,
03/29/2020,41,East Haddam,1,,,,0,,,,,,,,
03/29/2020,42,East Hampton,3,,,,0,,,,,,,,
03/29/2020,43,East Hartford,11,,,,0,,,,,,,,
03/29/2020,44,East Haven,7,,,,1,,,,,,,,
03/29/2020,45,East Lyme,2,,,,0,,,,,,,,
03/29/2020,47,East Windsor,0,,,,0,,,,,,,,
03/29/2020,39,Eastford,1,,,,0,,,,,,,,
03/29/2020,46,Easton,3,,,,1,,,,,,,,
03/29/2020,48,Ellington,1,,,,0,,,,,,,,
03/29/2020,49,Enfield,16,,,,0,,,,,,,,
03/29/2020,50,Essex,1,,,,0,,,,,,,,
03/29/2020,51,Fairfield,29,,,,1,,,,,,,,
03/29/2020,52,Farmington,12,,,,0,,,,,,,,
03/29/2020,53,Franklin,1,,,,0,,,,,,,,
03/29/2020,54,Glastonbury,11,,,,0,,,,,,,,
03/29/2020,55,Goshen,0,,,,0,,,,,,,,
03/29/2020,56,Granby,0,,,,0,,,,,,,,
03/29/2020,57,Greenwich,93,,,,0,,,,,,,,
03/29/2020,58,Griswold,0,,,,0,,,,,,,,
03/29/2020,59,Groton,2,,,,0,,,,,,,,
03/29/2020,60,Guilford,3,,,,0,,,,,,,,
03/29/2020,61,Haddam,1,,,,0,,,,,,,,
03/29/2020,62,Hamden,14,,,,0,,,,,,,,
03/29/2020,63,Hampton,0,,,,0,,,,,,,,
03/29/2020,64,Hartford,39,,,,0,,,,,,,,
03/29/2020,65,Hartland,0,,,,0,,,,,,,,
03/29/2020,66,Harwinton,4,,,,0,,,,,,,,
03/29/2020,67,Hebron,1,,,,0,,,,,,,,
03/29/2020,68,Kent,3,,,,0,,,,,,,,
03/29/2020,69,Killingly,2,,,,0,,,,,,,,
03/29/2020,70,Killingworth,1,,,,0,,,,,,,,
03/29/2020,71,Lebanon,2,,,,0,,,,,,,,
03/29/2020,72,Ledyard,1,,,,0,,,,,,,,
03/29/2020,73,Lisbon,2,,,,0,,,,,,,,
03/29/2020,74,Litchfield,2,,,,0,,,,,,,,
03/29/2020,75,Lyme,1,,,,0,,,,,,,,
03/29/2020,76,Madison,7,,,,0,,,,,,,,
03/29/2020,77,Manchester,16,,,,0,,,,,,,,
03/29/2020,78,Mansfield,0,,,,0,,,,,,,,
03/29/2020,79,Marlborough,2,,,,0,,,,,,,,
03/29/2020,80,Meriden,16,,,,0,,,,,,,,
03/29/2020,81,Middlebury,5,,,,0,,,,,,,,
03/29/2020,82,Middlefield,0,,,,0,,,,,,,,
03/29/2020,83,Middletown,12,,,,0,,,,,,,,
03/29/2020,84,Milford,12,,,,0,,,,,,,,
03/29/2020,85,Monroe,6,,,,0,,,,,,,,
03/29/2020,86,Montville,1,,,,0,,,,,,,,
03/29/2020,87,Morris,1,,,,0,,,,,,,,
03/29/2020,88,Naugatuck,7,,,,0,,,,,,,,
03/29/2020,89,New Britain,20,,,,0,,,,,,,,
03/29/2020,90,New Canaan,29,,,,3,,,,,,,,
03/29/2020,91,New Fairfield,25,,,,1,,,,,,,,
03/29/2020,92,New Hartford,1,,,,0,,,,,,,,
03/29/2020,93,New Haven,56,,,,2,,,,,,,,
03/29/2020,95,New London,1,,,,0,,,,,,,,
03/29/2020,96,New Milford,24,,,,0,,,,,,,,
03/29/2020,94,Newington,21,,,,1,,,,,,,,
03/29/2020,97,Newtown,26,,,,0,,,,,,,,
03/29/2020,98,Norfolk,1,,,,0,,,,,,,,
03/29/2020,99,North Branford,1,,,,0,,,,,,,,
03/29/2020,100,North Canaan,0,,,,0,,,,,,,,
03/29/2020,101,North Haven,2,,,,0,,,,,,,,
03/29/2020,102,North Stonington,0,,,,0,,,,,,,,
